dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
1-9km/h,76.588,alive,airbag,belted,1,f,31,2002,1995,nodeploy,pass,0,0,50:76:3
24-Oct,73.18,alive,airbag,none,0,f,31,2002,2002,nodeploy,pass,0,2,72:112:2
24-Oct,21.273,alive,none,belted,1,m,31,2002,1987,unavail,driver,0,1,72:161:2
24-Oct,25.489,alive,none,belted,1,m,31,2002,1990,unavail,driver,0,0,72:165:1
24-Oct,9.026,alive,airbag,none,1,m,31,2002,1997,deploy,pass,1,3,74:80:2
24-Oct,32.856,alive,none,none,0,m,31,2002,1991,unavail,driver,0,3,74:119:2
40-54,57.115,alive,airbag,belted,1,f,31,2002,1995,deploy,driver,1,1,74:123:1
24-Oct,21.573,alive,airbag,none,1,m,31,2002,1990,nodeploy,driver,0,3,74:134:1
24-Oct,57.263,alive,airbag,belted,1,m,31,2002,1999,deploy,pass,1,2,74:139:2
24-Oct,7.528,alive,airbag,belted,1,f,31,2002,1996,deploy,driver,1,1,74:161:1
24-Oct,739.405,alive,airbag,belted,1,m,31,2002,1996,nodeploy,driver,0,0,75:62:1
24-Oct,328.39,alive,none,none,1,m,31,2002,1994,unavail,driver,0,2,76:29:01
24-Oct,81.814,alive,airbag,none,1,m,31,2002,2002,deploy,pass,1,3,78:57:02
24-Oct,981.549,alive,airbag,none,1,f,31,2002,1995,nodeploy,driver,0,3,78:112:2
24-Oct,101.979,alive,airbag,belted,0,f,31,2002,2000,nodeploy,driver,0,0,78:144:1
24-Oct,9.822,alive,airbag,belted,1,m,31,2002,2000,deploy,pass,1,2,79:52:02
55+,7.387,alive,none,belted,1,m,31,2002,1984,unavail,pass,0,3,79:121:2
24-Oct,737.987,alive,none,belted,1,f,31,2002,1991,unavail,driver,0,1,81:38:01
24-Oct,480.537,alive,airbag,belted,1,m,31,2002,2000,nodeploy,driver,0,0,81:82:3
24-Oct,184.487,alive,none,belted,1,m,31,2002,1987,unavail,driver,0,0,82:103:1
25-39,25.069,alive,none,belted,1,f,32,1997,1988,unavail,driver,0,3,2:11:01
55+,27.078,dead,none,none,1,m,32,1997,1987,unavail,driver,0,4,2:13:02
25-39,30.148,alive,none,none,1,m,32,1997,1993,unavail,driver,0,3,2:37:01
24-Oct,206.309,alive,airbag,belted,1,m,32,1997,1995,deploy,driver,1,0,2:42:01
24-Oct,2135.417,alive,airbag,belted,1,m,32,1997,1995,nodeploy,driver,0,0,0.126400463
24-Oct,157.869,alive,airbag,belted,1,f,32,1997,1996,nodeploy,driver,0,0,3:32:02
40-54,11.257,alive,none,belted,1,f,32,1997,1981,unavail,driver,0,0,0.168761574
24-Oct,395.171,alive,none,belted,1,m,32,1997,1990,unavail,driver,0,0,0.217384259
24-Oct,218.925,alive,airbag,belted,0,m,32,1997,1993,nodeploy,driver,0,1,0.246539352
24-Oct,38.008,alive,none,belted,1,m,32,1997,1989,unavail,driver,0,1,0.247928241
25-39,29.655,alive,none,none,1,m,32,1997,1981,unavail,driver,0,3,0.273622685
24-Oct,384.211,alive,airbag,belted,1,m,32,1997,1996,deploy,driver,1,1,8:20:02
24-Oct,33.288,alive,none,belted,1,m,32,1997,1992,unavail,driver,0,0,8:47:01
24-Oct,163.397,alive,airbag,belted,1,f,32,1997,1996,deploy,pass,1,2,0.44306713
24-Oct,278.398,alive,none,belted,1,m,32,1997,1994,unavail,driver,0,0,0.472233796
25-39,43.986,alive,none,belted,1,m,32,1997,1989,unavail,driver,0,1,0.483356481
24-Oct,34.952,alive,none,none,1,f,32,1997,1988,unavail,driver,0,3,9:39:01
24-Oct,56.459,alive,none,belted,0,f,32,1997,1995,unavail,driver,0,3,9:42:01
24-Oct,2418.956,alive,airbag,belted,0,m,32,1997,1992,nodeploy,pass,0,2,0.420844907
25-39,31.692,alive,none,none,1,m,32,1997,1987,unavail,driver,0,3,0.42224537
24-Oct,176.65,alive,airbag,belted,1,f,32,1997,1996,deploy,driver,1,1,11:56:01
40-54,67.547,alive,none,belted,1,m,32,1997,1987,unavail,driver,0,3,0.568761574
40-54,30.29,alive,none,belted,0,f,32,1997,1984,unavail,driver,0,3,0.56181713
1-9km/h,31.342,alive,none,none,0,m,32,1997,1981,unavail,pass,0,1,0.568796296
25-39,584.012,alive,none,none,0,m,32,1997,1987,unavail,driver,0,0,0.570844907
25-39,30.29,alive,none,belted,1,m,32,1997,1993,unavail,driver,0,0,0.59724537
24-Oct,31.642,dead,none,belted,1,f,32,1997,1991,unavail,driver,0,4,0.602094907
25-39,387.05,alive,none,belted,1,m,32,1997,1994,unavail,driver,0,2,0.61806713
25-39,30.29,alive,none,belted,1,m,32,1997,1990,unavail,driver,0,1,0.667372685
24-Oct,81.996,alive,none,belted,0,m,32,1997,1992,unavail,driver,0,3,0.62431713
25-39,87.135,alive,none,none,1,f,32,1997,1994,unavail,driver,0,3,0.653483796
25-39,87.135,alive,airbag,belted,1,m,32,1997,1994,deploy,driver,1,0,0.659733796
24-Oct,653.273,alive,airbag,belted,0,m,32,1997,1991,nodeploy,driver,0,1,0.675706019
25-39,265.939,alive,airbag,belted,1,m,32,1997,1992,deploy,driver,1,2,0.69099537
25-39,57.277,alive,none,belted,1,m,32,1997,1992,unavail,driver,0,1,41:36:02
40-54,30.504,alive,airbag,belted,0,m,32,1997,1995,deploy,driver,1,2,41:98:1
55+,19.923,alive,none,none,1,m,32,1997,1986,unavail,driver,0,2,41:151:1
40-54,51.137,alive,none,none,1,m,32,1997,1987,unavail,driver,0,3,43:34:01
24-Oct,79.433,alive,none,belted,0,m,32,1997,1985,unavail,pass,0,1,43:48:02
24-Oct,377.625,alive,none,belted,1,m,32,1997,1989,unavail,driver,0,0,43:51:01
24-Oct,38.595,alive,none,belted,0,f,32,1997,1994,unavail,driver,0,3,43:79:2
24-Oct,38.595,alive,airbag,belted,0,m,32,1997,1996,deploy,driver,1,3,43:171:2
55+,45.255,alive,none,belted,1,m,32,1997,1991,unavail,driver,0,3,45:14:03
24-Oct,107.099,alive,none,belted,1,f,32,1997,1988,unavail,driver,0,1,45:35:02
24-Oct,48.623,alive,none,belted,1,m,32,1997,1994,unavail,driver,0,2,45:105:1
24-Oct,921.374,alive,none,belted,0,f,32,1997,1992,unavail,pass,0,2,45:130:2
55+,40.165,alive,airbag,belted,1,m,32,1997,1996,deploy,pass,1,3,45:161:2
24-Oct,452.977,alive,none,belted,0,f,32,1997,1989,unavail,driver,0,3,48:16:01
25-39,294.141,alive,none,none,0,f,32,1997,1986,unavail,driver,0,3,48:59:01
24-Oct,428.648,alive,none,none,1,f,32,1997,1992,unavail,pass,0,3,48:97:1
25-39,222.002,alive,airbag,none,1,f,32,1997,1997,deploy,pass,1,3,48:118:2
24-Oct,6.979,alive,airbag,belted,0,m,32,1997,1995,nodeploy,pass,0,2,49:80:2
25-39,332.038,alive,none,belted,0,f,32,1997,1984,unavail,driver,0,1,49:95:1
25-39,8.578,alive,none,belted,1,m,32,1997,1988,unavail,driver,0,NA,49:104:2
25-39,330.446,alive,none,belted,0,m,32,1997,1970,unavail,driver,0,1,49:107:2
24-Oct,6.979,alive,none,belted,0,m,32,1997,1986,unavail,driver,0,0,49:120:1
25-39,18.758,alive,none,belted,1,m,32,1997,1994,unavail,driver,0,3,49:138:2
25-39,6.979,alive,airbag,belted,0,f,32,1997,1994,deploy,driver,1,3,49:167:2
40-54,25.639,alive,none,belted,1,m,32,1997,1987,unavail,driver,0,3,72:10:01
24-Oct,20.987,alive,none,belted,1,m,32,1997,1988,unavail,driver,0,0,72:25:02
24-Oct,15.84,alive,none,belted,0,m,32,1997,1988,unavail,driver,0,3,72:49:02
24-Oct,1028.275,alive,none,none,0,f,32,1997,1986,unavail,driver,0,0,73:48:01
24-Oct,1240.456,alive,airbag,belted,1,f,32,1997,1995,nodeploy,driver,0,1,73:76:1
25-39,24.31,dead,none,none,1,m,32,1997,1986,unavail,driver,0,4,73:99:1
25-39,145.697,alive,airbag,belted,0,m,32,1997,1994,nodeploy,driver,0,1,74:128:2
25-39,208.937,alive,airbag,none,0,f,32,1997,1996,deploy,driver,1,3,75:04:01
55+,48.38,alive,none,none,1,m,32,1997,1987,unavail,driver,0,3,75:37:02
24-Oct,87.23,alive,none,belted,1,m,32,1997,1989,unavail,driver,0,0,75:86:1
25-39,44.669,alive,none,belted,0,m,32,1997,1984,unavail,driver,0,0,75:152:2
24-Oct,277.433,alive,airbag,belted,1,m,32,1997,1996,nodeploy,driver,0,0,78:21:02
24-Oct,931.681,alive,none,belted,1,m,32,1997,1988,unavail,driver,0,0,79:16:02
25-39,1150.715,alive,none,belted,0,m,32,1997,1983,unavail,driver,0,2,79:23:02
25-39,450.808,alive,none,belted,1,m,32,1997,1983,unavail,driver,0,1,79:25:02
24-Oct,91.712,alive,none,belted,0,f,32,1997,1983,unavail,driver,0,1,79:92:2
24-Oct,164.094,alive,none,belted,1,f,32,1997,1984,unavail,driver,0,3,81:20:02
24-Oct,14.517,alive,none,none,1,f,32,1997,1994,unavail,driver,0,3,81:38:01
24-Oct,5.728,alive,airbag,belted,0,m,32,1997,1995,nodeploy,driver,0,2,82:24:02
40-54,3.905,alive,none,none,1,m,32,1997,1991,unavail,driver,0,3,82:41:01
25-39,94.283,alive,none,belted,1,f,32,1997,1984,unavail,driver,0,2,82:59:02
25-39,3.905,alive,none,belted,0,m,32,1997,1991,unavail,driver,0,1,82:76:2
24-Oct,5.194,alive,airbag,belted,1,f,32,1997,1997,deploy,driver,1,3,82:80:1
25-39,3.905,alive,airbag,belted,0,f,32,1997,1993,nodeploy,driver,0,3,82:193:2
24-Oct,89.735,alive,airbag,belted,0,f,32,1998,1997,nodeploy,driver,0,1,0.158356481
24-Oct,1910.655,alive,none,belted,1,f,32,1998,1989,unavail,driver,0,0,0.177106481
24-Oct,216.827,alive,none,none,0,m,32,1998,1990,unavail,driver,0,1,3:25:01
24-Oct,474.703,alive,none,belted,1,f,32,1998,1987,unavail,driver,0,0,0.228483796
25-39,23.584,dead,airbag,none,1,m,32,1998,1995,deploy,driver,1,4,5:12:01
24-Oct,5382.67,alive,none,none,0,m,32,1998,1984,unavail,pass,0,0,5:23:02
25-39,8.53,alive,none,none,1,f,32,1998,1990,unavail,pass,0,3,0.301400463
25-39,21.324,alive,none,none,1,m,32,1998,1993,unavail,driver,0,5,8:55:02
25-39,19.433,alive,none,none,1,m,32,1998,1989,unavail,driver,0,3,0.398634259
25-39,38.074,alive,none,belted,1,f,32,1998,1990,unavail,driver,0,3,9:11:02
40-54,36.183,alive,airbag,belted,0,m,32,1998,1998,deploy,driver,1,3,0.418761574
25-39,14.911,alive,none,belted,1,m,32,1998,1994,unavail,driver,0,3,0.454189815
25-39,121.619,alive,airbag,belted,1,m,32,1998,1997,deploy,driver,1,2,11:39:01
24-Oct,49.483,alive,none,belted,1,m,32,1998,1994,unavail,driver,0,0,0.554872685
25-39,349.623,alive,none,none,1,m,32,1998,1987,unavail,driver,0,2,0.563900463
25-39,49.69,alive,none,belted,0,f,32,1998,1992,unavail,driver,0,3,0.572928241
24-Oct,127.601,alive,airbag,belted,1,m,32,1998,1998,nodeploy,pass,0,2,0.581956019
25-39,333.548,alive,none,none,1,m,32,1998,1988,unavail,driver,0,2,0.590289352
24-Oct,599.619,alive,none,belted,1,m,32,1998,1990,unavail,driver,0,0,0.590983796
24-Oct,149.546,alive,none,none,1,m,32,1998,1985,unavail,driver,0,1,12:20:02
24-Oct,31.155,alive,airbag,belted,1,m,32,1998,1995,nodeploy,driver,0,0,0.559050926
24-Oct,766.718,alive,none,belted,0,m,32,1998,1987,unavail,driver,0,0,0.563900463
24-Oct,109.6,alive,airbag,belted,1,f,32,1998,1998,nodeploy,pass,0,0,0.650011574
24-Oct,548.543,alive,airbag,belted,1,m,32,1998,1995,nodeploy,driver,0,0,0.663217593
24-Oct,0,alive,airbag,belted,1,m,32,1998,1999,deploy,driver,1,1,1.061122685
24-Oct,277.464,alive,none,belted,0,m,32,1998,1991,unavail,driver,0,1,0.609733796
24-Oct,187.889,alive,none,belted,1,f,32,1998,1988,unavail,driver,0,3,0.622939815
25-39,75.054,alive,airbag,belted,1,m,32,1998,1998,deploy,driver,1,2,0.625706019
1-9km/h,158.286,alive,none,none,0,f,32,1998,1994,unavail,driver,0,0,0.634039352
24-Oct,316.571,alive,none,belted,1,m,32,1998,1987,unavail,driver,0,1,0.654189815
25-39,86.986,alive,airbag,none,0,m,32,1998,1993,deploy,pass,1,3,0.706261574
25-39,22.013,alive,airbag,belted,1,f,32,1998,1995,deploy,pass,1,3,41:44:01
24-Oct,89.38,alive,none,belted,0,m,32,1998,1989,unavail,driver,0,3,41:46:02
40-54,22.013,alive,airbag,belted,0,f,32,1998,1995,nodeploy,driver,0,3,41:56:02
25-39,106.618,alive,none,belted,1,f,32,1998,1992,unavail,pass,0,1,43:07:02
24-Oct,49.768,alive,airbag,belted,0,f,32,1998,1995,nodeploy,pass,0,1,43:72:2
25-39,397.878,alive,none,belted,0,f,32,1998,1991,unavail,driver,0,1,43:75:2
40-54,52.414,alive,airbag,belted,1,m,32,1998,1991,deploy,driver,1,2,43:89:1
40-54,52.414,dead,none,none,0,f,32,1998,1986,unavail,driver,0,4,43:97:1
24-Oct,1663.436,alive,airbag,belted,1,f,32,1998,1996,deploy,driver,1,0,43:111:1
24-Oct,252.63,alive,airbag,belted,1,f,32,1998,1995,deploy,driver,1,2,43:156:1
24-Oct,51.541,alive,airbag,belted,1,m,32,1998,1995,deploy,driver,1,3,43:162:2
24-Oct,531.038,alive,airbag,belted,0,m,32,1998,1993,nodeploy,driver,0,1,43:167:2
24-Oct,51.971,alive,airbag,none,0,f,32,1998,1993,deploy,driver,1,3,43:176:2
25-39,233.413,alive,airbag,belted,1,m,32,1998,1995,deploy,pass,1,3,43:187:2
40-54,47.503,alive,none,none,0,m,32,1998,1988,unavail,pass,0,2,43:231:1
25-39,174.233,alive,none,belted,0,m,32,1998,1990,unavail,pass,0,3,43:239:1
24-Oct,0,alive,airbag,belted,1,f,32,1998,1998,deploy,driver,1,2,43:809:2
25-39,59.18,alive,none,none,1,m,32,1998,1992,unavail,driver,0,3,45:14:01
25-39,74.999,alive,none,none,1,f,32,1998,1986,unavail,driver,0,3,45:82:1
55+,67.091,alive,none,none,1,m,32,1998,1984,unavail,driver,0,3,45:99:2
25-39,49.778,alive,none,none,0,m,32,1998,1988,unavail,driver,0,3,45:174:1
25-39,288.576,alive,airbag,none,0,f,32,1998,1996,deploy,driver,1,3,48:32:02
40-54,288.576,alive,airbag,belted,1,m,32,1998,1995,deploy,driver,1,3,48:53:03
24-Oct,5092.96,alive,none,none,1,f,32,1998,1992,unavail,driver,0,0,48:56:01
24-Oct,767.112,alive,none,belted,0,f,32,1998,1991,unavail,driver,0,0,48:121:1
24-Oct,767.112,alive,none,none,0,f,32,1998,1991,unavail,pass,0,3,48:121:1
25-39,2662.626,alive,none,none,1,m,32,1998,1990,unavail,pass,0,3,48:147:1
40-54,6.834,alive,airbag,belted,1,f,32,1998,1993,deploy,driver,1,3,49:28:02
55+,292.336,alive,airbag,none,1,m,32,1998,1991,deploy,driver,1,1,49:50:01
24-Oct,2089.741,alive,none,none,0,m,32,1998,1985,unavail,driver,0,2,49:209:1
25-39,12.809,alive,none,belted,1,m,32,1998,1988,unavail,driver,0,2,72:32:02
24-Oct,5.574,alive,airbag,none,1,f,32,1998,1997,deploy,driver,1,3,72:163:1
25-39,657.053,alive,none,none,1,m,32,1998,1990,unavail,driver,0,3,73:04:01
25-39,21.316,alive,airbag,belted,1,m,32,1998,1994,deploy,driver,1,1,73:13:02
55+,24.166,alive,none,none,1,m,32,1998,1993,unavail,driver,0,3,73:29:01
55+,25.183,alive,none,none,1,m,32,1998,1987,unavail,driver,0,3,73:62:1
24-Oct,44.06,alive,none,none,0,m,32,1998,1983,unavail,driver,0,3,73:119:1
40-54,12.872,alive,none,belted,1,m,32,1998,1989,unavail,driver,0,3,74:07:01
25-39,12.193,alive,none,belted,1,m,32,1998,1992,unavail,driver,0,2,74:16:01
25-39,773.418,alive,none,none,1,f,32,1998,1988,unavail,driver,0,2,74:30:02
24-Oct,251.322,alive,none,belted,1,f,32,1998,1988,unavail,pass,0,2,74:34:01
55+,12.872,alive,none,none,0,f,32,1998,1984,unavail,driver,0,3,74:49:01
40-54,14.005,alive,airbag,none,1,f,32,1998,1997,deploy,driver,1,0,74:129:2
24-Oct,40.07,alive,airbag,belted,0,f,32,1998,1998,nodeploy,pass,0,0,75:10:02
1-9km/h,1390.469,alive,none,belted,1,f,32,1998,1978,unavail,driver,0,0,75:21:02
24-Oct,1020.98,alive,airbag,belted,0,f,32,1998,1997,nodeploy,driver,0,0,75:38:02
55+,50.687,dead,none,none,1,m,32,1998,1991,unavail,pass,0,4,75:104:1
24-Oct,163.328,alive,none,belted,0,f,32,1998,1991,unavail,pass,0,3,75:137:1
24-Oct,773.605,alive,none,belted,1,f,32,1998,1993,unavail,driver,0,2,76:12:02
40-54,56.892,alive,airbag,belted,0,m,32,1998,1998,nodeploy,pass,0,3,78:90:2
24-Oct,164.32,alive,airbag,belted,1,f,32,1998,1997,deploy,driver,1,2,79:50:02
25-39,17.006,alive,none,belted,0,m,32,1998,1991,unavail,driver,0,3,79:108:2
24-Oct,26.228,alive,none,none,1,f,32,1998,1990,unavail,driver,0,0,79:114:2
25-39,7.712,alive,none,belted,1,m,32,1998,1993,unavail,driver,0,0,79:146:2
25-39,65.296,alive,none,none,0,m,32,1998,1986,unavail,driver,0,2,79:200:1
1-9km/h,179.724,alive,airbag,belted,0,f,32,1998,1997,nodeploy,driver,0,0,82:44:01
24-Oct,4.974,alive,none,belted,1,f,32,1998,1991,unavail,driver,0,1,82:124:1
25-39,61.325,alive,airbag,belted,0,f,32,1999,1994,nodeploy,pass,0,2,2:19:02
24-Oct,509.272,alive,none,belted,0,f,32,1999,1989,unavail,driver,0,0,2:20:01
24-Oct,891.942,alive,airbag,belted,1,f,32,1999,1991,deploy,driver,1,1,2:24:01
24-Oct,150.572,alive,none,belted,0,f,32,1999,1988,unavail,driver,0,1,2:59:01
25-39,117.179,alive,airbag,belted,1,m,32,1999,1992,deploy,driver,1,1,0.126412037
25-39,178.795,alive,airbag,belted,1,m,32,1999,1999,deploy,driver,1,1,0.182662037
24-Oct,563.304,alive,airbag,belted,0,m,32,1999,1995,nodeploy,driver,0,0,3:34:01
40-54,67.017,alive,airbag,none,0,m,32,1999,1990,nodeploy,pass,0,0,0.215983796
1-9km/h,45.166,alive,none,belted,1,m,32,1999,1988,unavail,driver,0,3,4:32:01
24-Oct,149.267,alive,airbag,belted,0,m,32,1999,1996,nodeploy,pass,0,0,4:34:01
25-39,0,alive,airbag,belted,1,f,32,1999,1997,deploy,driver,1,1,0.514594907
24-Oct,292.65,alive,airbag,belted,1,f,32,1999,1997,nodeploy,driver,0,1,0.263912037
25-39,85.6,alive,airbag,belted,1,m,32,1999,1995,deploy,driver,1,2,0.295856481
55+,17.067,dead,airbag,none,1,m,32,1999,1997,deploy,driver,1,3,6:38:01
24-Oct,18.835,alive,airbag,none,0,f,32,1999,1998,deploy,driver,1,0,0.299328704
1-9km/h,457.33,alive,none,none,1,m,32,1999,1988,unavail,driver,0,0,0.316678241
24-Oct,10.943,alive,none,none,1,f,32,1999,1988,unavail,pass,0,2,0.339606481
24-Oct,75.896,alive,airbag,belted,1,f,32,1999,1996,deploy,driver,1,1,8:19:01
24-Oct,420.794,alive,airbag,belted,0,m,32,1999,1996,nodeploy,driver,0,0,0.471539352
24-Oct,7116.185,alive,none,belted,0,m,32,1999,1993,unavail,driver,0,0,9:27:01
24-Oct,272.19,alive,airbag,belted,1,f,32,1999,1997,nodeploy,driver,0,2,9:46:02
25-39,58.683,alive,none,belted,1,f,32,1999,1986,unavail,driver,0,3,9:50:01
24-Oct,1093.025,alive,airbag,belted,0,m,32,1999,1998,nodeploy,pass,0,2,9:53:01
24-Oct,94.231,alive,airbag,belted,1,f,32,1999,1999,deploy,driver,1,2,0.515983796
24-Oct,52.161,alive,none,belted,1,f,32,1999,1991,unavail,driver,0,3,0.546539352
25-39,514.414,alive,airbag,belted,1,f,32,1999,1999,deploy,driver,1,0,0.564594907
40-54,73.518,alive,airbag,belted,1,f,32,1999,1996,deploy,pass,1,2,12:14:01
24-Oct,234.023,alive,airbag,none,0,m,32,1999,1996,nodeploy,driver,0,1,12:16:01
24-Oct,2311.075,alive,none,belted,1,m,32,1999,1988,unavail,driver,0,0,12:41:02
25-39,59.663,alive,none,belted,1,m,32,1999,1988,unavail,driver,0,1,12:45:01
24-Oct,203.234,alive,airbag,none,0,f,32,1999,1997,nodeploy,pass,0,1,12:57:01
24-Oct,154.82,alive,none,belted,0,m,32,1999,1990,unavail,driver,0,1,0.551400463
55+,73.518,alive,none,none,1,m,32,1999,1986,unavail,driver,0,2,0.588900463
25-39,245.548,alive,airbag,belted,0,f,32,1999,1996,nodeploy,pass,0,1,0.592384259
25-39,37.455,alive,none,belted,1,m,32,1999,1988,unavail,driver,0,2,0.629884259
25-39,289.279,alive,airbag,belted,0,f,32,1999,1994,nodeploy,driver,0,3,13:36:01
1-9km/h,1571.791,alive,none,belted,1,m,32,1999,1986,unavail,driver,0,0,0.620150463
24-Oct,402.657,alive,airbag,belted,0,f,32,1999,1997,nodeploy,driver,0,1,41:70:1
24-Oct,3085.528,alive,airbag,belted,1,f,32,1999,1992,deploy,driver,1,0,43:77:2
24-Oct,575.613,alive,airbag,belted,0,f,32,1999,1995,nodeploy,driver,0,1,43:115:1
40-54,57.126,alive,none,belted,0,m,32,1999,1987,unavail,driver,0,2,45:32:02
25-39,141.183,alive,none,belted,1,m,32,1999,1988,unavail,driver,0,3,45:33:01
55+,49.406,dead,none,none,0,m,32,1999,1986,unavail,driver,0,4,45:36:01
25-39,135.645,alive,none,belted,1,m,32,1999,1993,unavail,driver,0,3,45:166:1
25-39,194.176,alive,none,belted,1,m,32,1999,1993,unavail,driver,0,0,48:180:1
24-Oct,2267.97,alive,none,none,1,m,32,1999,1988,unavail,driver,0,0,48:187:1
25-39,528.319,alive,none,belted,1,f,32,1999,1991,unavail,driver,0,3,48:200:1
25-39,10.917,alive,none,belted,0,f,32,1999,1986,unavail,driver,0,3,49:125:1
25-39,250.738,alive,airbag,belted,1,m,32,1999,1992,deploy,driver,1,1,72:02:02
25-39,18.35,alive,none,belted,0,f,32,1999,1987,unavail,driver,0,3,72:15:02
25-39,18.24,alive,airbag,belted,1,f,32,1999,1993,deploy,driver,1,3,72:45:01
25-39,18.24,alive,none,none,1,f,32,1999,1988,unavail,driver,0,3,72:63:1
24-Oct,18.24,alive,airbag,none,0,f,32,1999,1994,nodeploy,driver,0,3,72:65:2
1-9km/h,264.587,alive,airbag,belted,0,f,32,1999,1992,nodeploy,pass,0,2,72:70:1
25-39,18.24,alive,airbag,belted,1,f,32,1999,1995,deploy,driver,1,3,72:96:1
55+,18.023,dead,none,belted,0,f,32,1999,1991,unavail,driver,0,4,72:158:2
1-9km/h,69.783,alive,airbag,belted,0,m,32,1999,1998,nodeploy,pass,0,1,72:167:2
25-39,97.105,alive,none,none,1,m,32,1999,1990,unavail,driver,0,3,72:181:1
24-Oct,238.294,alive,airbag,belted,0,m,32,1999,1998,nodeploy,driver,0,0,73:05:01
55+,14.185,alive,airbag,none,1,f,32,1999,1996,deploy,driver,1,3,74:07:01
24-Oct,173.923,alive,none,none,1,m,32,1999,1987,unavail,driver,0,3,74:52:02
25-39,21.017,alive,none,none,1,m,32,1999,1987,unavail,pass,0,2,74:118:1
24-Oct,0,alive,airbag,belted,1,m,32,1999,1999,deploy,driver,1,2,74:803:1
24-Oct,366.578,alive,airbag,none,1,m,32,1999,1998,deploy,driver,1,2,75:19:01
24-Oct,1616.548,alive,airbag,belted,1,f,32,1999,1993,nodeploy,driver,0,1,75:150:2
40-54,50.73,dead,airbag,none,0,f,32,1999,1998,deploy,driver,1,4,75:164:1
25-39,50.73,alive,none,none,1,m,32,1999,1990,unavail,driver,0,2,75:164:2
24-Oct,148.776,alive,none,none,1,m,32,1999,1985,unavail,driver,0,3,76:72:1
40-54,388.489,alive,none,none,1,m,32,1999,1971,unavail,pass,0,1,76:88:2
24-Oct,907.099,alive,airbag,belted,0,f,32,1999,1990,nodeploy,pass,0,0,78:72:2
24-Oct,152.8,alive,airbag,belted,1,m,32,1999,1997,deploy,driver,1,1,79:20:02
55+,4.96,alive,airbag,belted,1,f,32,1999,1995,deploy,driver,1,3,79:49:01
25-39,87.511,alive,none,none,0,m,32,1999,1970,unavail,driver,0,2,79:65:2
24-Oct,339.58,alive,none,belted,0,m,32,1999,1987,unavail,driver,0,1,79:129:1
24-Oct,1051.414,alive,airbag,belted,1,f,32,1999,1996,deploy,driver,1,0,81:33:02
24-Oct,982.196,alive,none,belted,1,m,32,1999,1986,unavail,driver,0,0,81:59:01
24-Oct,677.902,alive,airbag,belted,0,m,32,1999,1997,nodeploy,driver,0,1,81:107:2
24-Oct,9.98,alive,none,belted,1,f,32,1999,1994,unavail,pass,0,0,82:49:02
25-39,546.605,alive,none,belted,1,f,32,2000,1984,unavail,driver,0,1,0.177094907
24-Oct,213.695,alive,airbag,belted,0,f,32,2000,1992,deploy,driver,1,1,0.17849537
40-54,29.533,alive,none,none,1,m,32,2000,1989,unavail,driver,0,3,4:40:01
24-Oct,25.003,alive,none,belted,0,f,32,2000,1991,unavail,driver,0,3,0.248622685
24-Oct,126.608,alive,none,none,1,m,32,2000,1994,unavail,driver,0,0,5:46:01
25-39,385.062,alive,airbag,belted,0,m,32,2000,1990,deploy,driver,1,2,5:48:02
24-Oct,31.584,alive,airbag,belted,1,f,32,2000,2000,deploy,driver,1,3,5:52:01
25-39,31.584,alive,airbag,belted,1,m,32,2000,2000,deploy,driver,1,2,5:53:02
24-Oct,283.305,alive,none,belted,1,m,32,2000,1991,unavail,driver,0,3,0.274340278
24-Oct,651.18,alive,airbag,belted,1,f,32,2000,1997,nodeploy,driver,0,1,8:15:02
24-Oct,320.264,alive,airbag,none,1,f,32,2000,1999,deploy,driver,1,1,8:34:01
25-39,148.175,alive,airbag,none,1,m,32,2000,1993,deploy,driver,1,1,0.438217593
25-39,534.75,alive,airbag,belted,1,m,32,2000,1995,deploy,driver,1,0,0.450717593
24-Oct,590.481,alive,airbag,none,1,m,32,2000,1992,nodeploy,driver,0,2,0.463206019
25-39,495.648,alive,airbag,belted,1,f,32,2000,1998,deploy,driver,1,0,0.481956019
24-Oct,323.731,alive,airbag,belted,1,f,32,2000,1998,deploy,pass,1,0,0.493773148
